Voter,Constituency,PollingStation,Candidate
v2746,Hingna,p24,ShardaAdiga
v2747,Ulhasnagar,p12,MeghnadPrajapat
v2748,Chembur,p33,ChandramohanAhuja
v2749,Kaij,p16,AnaghBanerjee
v2750,Chembur,p30,DinakarShah
v2751,Chembur,p30,NOTA
v2752,Mukhed,p39,BhooshitDwivedi
v2753,Mukhed,p38,BhaaswarMarar
v2754,Hingna,p21,NOTA
v2755,Hingna,p24,NOTA
v2756,Baglan,p26,KanakPandey
v2757,Niphad,p4,PranBanerjee
v2758,Niphad,p0,KamaVarma
v2759,Ulhasnagar,p13,DhanapatiKhan
v2760,Karanja,p45,PoornimaTalwar
v2761,Teosa,p9,KamalaSaini
v2762,Ulhasnagar,p10,BhavesChaturvedi
v2763,Karanja,p49,AnalMalik
v2764,Mukhed,p37,BhaaswarMarar
v2765,Hingna,p22,HiranyaKhatri
v2766,Niphad,p3,NOTA
v2767,Mukhed,p36,BhooshitDwivedi
v2768,Ulhasnagar,p11,SwaraIyer
v2769,Hingna,p21,NOTA
v2770,Baglan,p29,NOTA
v2771,Teosa,p7,VinayDeshpande
v2772,Kaij,p15,NOTA
v2773,Kaij,p15,AnaghBanerjee
v2774,Mukhed,p38,NOTA
v2775,Kaij,p15,ChaitanSharma
v2776,Baglan,p27,UrmilaBhat
v2777,Baglan,p29,DiptenduNamboothiri
v2778,Teosa,p7,BhagwantiPatel
v2779,Chembur,p34,DinakarShah
v2780,Chembur,p31,VedaNaik
v2781,Chembur,p32,NOTA
v2782,Baglan,p27,NOTA
v2783,Mahad,p42,NOTA
v2784,Mukhed,p39,BhooshitDwivedi
v2785,Chembur,p33,ChandramohanAhuja
v2786,Teosa,p7,TarunDesai
v2787,Niphad,p1,NOTA
v2788,Mukhed,p37,BhooshitDwivedi
v2789,Hingna,p23,ShardaAdiga
v2790,Mukhed,p37,BhooshanKaniyar
v2791,Chembur,p33,DinakarShah
v2792,Hingna,p21,NOTA
v2793,Teosa,p7,TarunDesai
v2794,Hingna,p23,NOTA
v2795,Karanja,p47,AnalMalik
v2796,Kaij,p16,AnaghBanerjee
v2797,Baglan,p28,UrmilaBhat
v2798,Mukhed,p38,NOTA
v2799,Baglan,p26,DiptenduNamboothiri
v2800,Baglan,p25,DiptenduNamboothiri
v2801,Mahad,p40,BhishamGandhi
v2802,Mukhed,p39,BhooshanKaniyar
v2803,Hingna,p20,ShardaAdiga
v2804,Karanja,p46,AnalMalik
v2805,Hingna,p21,HiranyaKhatri
v2806,Ulhasnagar,p12,SwaraIyer
v2807,Hingna,p20,NOTA
v2808,Karanja,p46,NOTA
v2809,Baglan,p29,DiptenduNamboothiri
v2810,Mahad,p43,LakshmanPillai
v2811,Karanja,p49,SwarnalataJoshi
v2812,Mukhed,p38,BhooshanKaniyar
v2813,Hingna,p20,HiranyaKhatri
v2814,Baglan,p25,NOTA
v2815,Kaij,p15,ChaitanSharma
v2816,Baglan,p28,NOTA
v2817,Ulhasnagar,p12,DhanapatiKhan
v2818,Teosa,p9,RajAsan
v2819,Mukhed,p36,BhaaswarMarar
v2820,Mahad,p42,BhishamGandhi
v2821,Baglan,p28,DiptenduNamboothiri
v2822,Karanja,p49,PoornimaTalwar
v2823,Mukhed,p38,NOTA
v2824,Niphad,p3,ChidambarPanicker
v2825,Karanja,p47,NavinGupta
v2826,Ulhasnagar,p10,AnamikaPilla
v2827,Ulhasnagar,p13,MeghnadPrajapat
v2828,Ulhasnagar,p10,DhanapatiKhan
v2829,Mukhed,p37,BhooshitDwivedi
v2830,Baglan,p26,KanakPandey
v2831,Karanja,p47,NavinGupta
v2832,Hingna,p21,NOTA
v2833,Niphad,p4,KamaVarma
v2834,Niphad,p4,KamaVarma
v2835,Chembur,p32,NOTA
v2836,Niphad,p2,PranBanerjee
v2837,Kaij,p17,ChaitanSharma
v2838,Mukhed,p37,UditGill
v2839,Hingna,p24,NOTA
v2840,Mahad,p40,BhishamGandhi
v2841,Mahad,p42,NOTA
v2842,Mahad,p43,LakshmanPillai
v2843,Mukhed,p37,BhooshitDwivedi
v2844,Kaij,p15,AnaghBanerjee
v2845,Teosa,p8,KamalaSaini
v2846,Chembur,p30,DinakarShah
v2847,Niphad,p4,PranBanerjee
v2848,Niphad,p2,PranBanerjee
v2849,Mahad,p41,LakshmanPillai
v2850,Hingna,p23,NOTA
v2851,Hingna,p24,NOTA
v2852,Kaij,p16,AnaghBanerjee
v2853,Hingna,p23,HiranyaKhatri
v2854,Chembur,p33,ChandramohanAhuja
v2855,Teosa,p5,TarunDesai
v2856,Ulhasnagar,p11,DhanapatiKhan
v2857,Hingna,p23,HiranyaKhatri
v2858,Teosa,p8,KamalaSaini
v2859,Mukhed,p39,NOTA
v2860,Niphad,p1,PranBanerjee
v2861,Kaij,p16,AnaghBanerjee
v2862,Ulhasnagar,p12,MeghnadPrajapat
v2863,Mahad,p42,AmritaJha
v2864,Niphad,p2,NOTA
v2865,Ulhasnagar,p14,NOTA
v2866,Ulhasnagar,p13,BhavesChaturvedi
v2867,Chembur,p32,VedaNaik
v2868,Ulhasnagar,p13,DeeptenduMenon
v2869,Karanja,p48,NavinGupta
v2870,Baglan,p27,NOTA
v2871,Mukhed,p39,NOTA
v2872,Chembur,p32,VedaNaik
v2873,Chembur,p34,SanyaKaniyar
v2874,Chembur,p34,ChandramohanAhuja
v2875,Baglan,p28,DiptenduNamboothiri
v2876,Hingna,p21,HiranyaKhatri
v2877,Niphad,p3,NOTA
v2878,Ulhasnagar,p11,NOTA
v2879,Mahad,p41,NOTA
v2880,Ulhasnagar,p10,SwaraIyer
v2881,Kaij,p19,ChaitanSharma
v2882,Hingna,p23,NOTA
v2883,Hingna,p20,NOTA
v2884,Teosa,p7,NOTA
v2885,Niphad,p3,ChidambarPanicker
v2886,Niphad,p2,PranBanerjee
v2887,Hingna,p22,NOTA
v2888,Ulhasnagar,p14,BhavesChaturvedi
v2889,Ulhasnagar,p14,BhavesChaturvedi
v2890,Mukhed,p37,UditGill
v2891,Ulhasnagar,p13,SwaraIyer
v2892,Kaij,p18,ChaitanSharma
v2893,Kaij,p16,AnaghBanerjee
v2894,Chembur,p33,ChandramohanAhuja
v2895,Baglan,p26,DiptenduNamboothiri
v2896,Mukhed,p37,BhooshanKaniyar
v2897,Teosa,p8,TarunDesai
v2898,Baglan,p25,KanakPandey
v2899,Kaij,p17,AnaghBanerjee
v2900,Baglan,p27,DiptenduNamboothiri
v2901,Mahad,p43,AmritaJha
v2902,Mukhed,p36,NawalTandon
v2903,Niphad,p0,PranBanerjee
v2904,Teosa,p7,RajAsan
v2905,Mahad,p44,LakshmanPillai
v2906,Baglan,p29,DiptenduNamboothiri
v2907,Chembur,p30,VedaNaik
v2908,Baglan,p26,DiptenduNamboothiri
v2909,Kaij,p17,ChaitanSharma
v2910,Chembur,p30,DinakarShah
v2911,Baglan,p29,NOTA
v2912,Mahad,p42,NOTA
v2913,Hingna,p22,ShardaAdiga
v2914,Ulhasnagar,p14,SwaraIyer
v2915,Mahad,p41,BhishamGandhi
v2916,Kaij,p19,NOTA
v2917,Baglan,p28,UrmilaBhat
v2918,Teosa,p7,NOTA
v2919,Chembur,p31,DinakarShah
v2920,Mukhed,p37,BhooshitDwivedi
v2921,Niphad,p4,KamaVarma
v2922,Kaij,p16,ChaitanSharma
v2923,Mukhed,p35,NawalTandon
v2924,Chembur,p34,ChandramohanAhuja
v2925,Chembur,p32,ChandramohanAhuja
v2926,Chembur,p34,NOTA
v2927,Hingna,p23,HiranyaKhatri
v2928,Chembur,p34,SanyaKaniyar
v2929,Chembur,p32,ChandramohanAhuja
v2930,Mukhed,p35,NOTA
v2931,Chembur,p31,DinakarShah
v2932,Mahad,p44,AmritaJha
v2933,Baglan,p29,KanakPandey
v2934,Teosa,p9,KamalaSaini
v2935,Teosa,p9,AmareshKakkar
v2936,Mahad,p43,LakshmanPillai
v2937,Karanja,p49,NOTA
v2938,Niphad,p2,NOTA
v2939,Chembur,p33,SanyaKaniyar
v2940,Mukhed,p39,UditGill
v2941,Chembur,p33,ChandramohanAhuja
v2942,Karanja,p48,NavinGupta
v2943,Ulhasnagar,p13,SwaraIyer
v2944,Mukhed,p39,NawalTandon
v2945,Hingna,p20,ShardaAdiga
v2946,Kaij,p16,ChaitanSharma
v2947,Kaij,p15,AnaghBanerjee
v2948,Teosa,p6,RageshwariNaik
v2949,Mahad,p41,LakshmanPillai
v2950,Mahad,p40,AmritaJha
v2951,Chembur,p34,NOTA
v2952,Karanja,p47,PoornimaTalwar
v2953,Baglan,p26,NOTA
v2954,Hingna,p20,NOTA
v2955,Kaij,p19,NOTA
v2956,Niphad,p4,NOTA
v2957,Niphad,p3,KamaVarma
v2958,Ulhasnagar,p10,BhavesChaturvedi
v2959,Mukhed,p36,BhooshanKaniyar
v2960,Niphad,p1,ChidambarPanicker
v2961,Teosa,p5,VinayDeshpande
v2962,Mukhed,p39,BhooshanKaniyar
v2963,Ulhasnagar,p14,NOTA
v2964,Mahad,p41,BhishamGandhi
v2965,Mahad,p43,NOTA
v2966,Baglan,p26,KanakPandey
v2967,Niphad,p4,ChidambarPanicker
v2968,Mukhed,p39,BhooshanKaniyar
v2969,Karanja,p48,AnalMalik
v2970,Chembur,p30,ChandramohanAhuja
v2971,Chembur,p32,NOTA
v2972,Baglan,p28,NOTA
v2973,Mahad,p43,NOTA
v2974,Mahad,p41,LakshmanPillai
v2975,Mahad,p42,AmritaJha
v2976,Niphad,p1,ChidambarPanicker
v2977,Ulhasnagar,p11,AnamikaPilla
v2978,Karanja,p45,NavinGupta
v2979,Teosa,p9,RajAsan
v2980,Ulhasnagar,p10,SwaraIyer
v2981,Hingna,p22,HiranyaKhatri
v2982,Baglan,p29,UrmilaBhat
v2983,Karanja,p49,AnalMalik
v2984,Karanja,p47,PoornimaTalwar
v2985,Baglan,p27,UrmilaBhat
v2986,Chembur,p33,ChandramohanAhuja
v2987,Kaij,p16,NOTA
v2988,Ulhasnagar,p13,DhanapatiKhan
v2989,Baglan,p29,DiptenduNamboothiri
v2990,Baglan,p28,KanakPandey
v2991,Teosa,p8,BhagwantiPatel
v2992,Hingna,p23,NOTA
v2993,Mukhed,p37,UditGill
v2994,Mukhed,p35,BhooshanKaniyar
v2995,Ulhasnagar,p11,BhavesChaturvedi
v2996,Niphad,p2,KamaVarma
v2997,Ulhasnagar,p14,BhavesChaturvedi
v2998,Hingna,p20,NOTA
v2999,Baglan,p28,DiptenduNamboothiri
v3000,Mukhed,p37,BhaaswarMarar
v3001,Ulhasnagar,p10,DhanapatiKhan
v3002,Mukhed,p35,NawalTandon
v3003,Niphad,p0,PranBanerjee
v3004,Mahad,p42,BhishamGandhi
v3005,Chembur,p30,SanyaKaniyar
v3006,Ulhasnagar,p12,MeghnadPrajapat
v3007,Teosa,p9,NOTA
v3008,Kaij,p16,ChaitanSharma
v3009,Baglan,p25,UrmilaBhat
v3010,Mahad,p42,NOTA
v3011,Teosa,p5,NOTA
v3012,Kaij,p17,ChaitanSharma
v3013,Kaij,p15,AnaghBanerjee
v3014,Chembur,p32,VedaNaik
v3015,Ulhasnagar,p12,AnamikaPilla
v3016,Mahad,p41,AmritaJha
v3017,Teosa,p7,AmareshKakkar
v3018,Baglan,p25,KanakPandey
v3019,Karanja,p45,NOTA
v3020,Mahad,p43,LakshmanPillai
v3021,Mahad,p41,LakshmanPillai
v3022,Hingna,p22,ShardaAdiga
v3023,Chembur,p30,NOTA
v3024,Kaij,p15,NOTA
v3025,Kaij,p19,ChaitanSharma
v3026,Karanja,p48,AnalMalik
v3027,Teosa,p5,VinayDeshpande
v3028,Kaij,p19,NOTA
v3029,Ulhasnagar,p11,DeeptenduMenon
v3030,Karanja,p49,NavinGupta
v3031,Karanja,p45,PoornimaTalwar
v3032,Karanja,p48,AnalMalik
v3033,Hingna,p22,NOTA
v3034,Teosa,p6,AmareshKakkar
v3035,Niphad,p0,NOTA
v3036,Chembur,p33,NOTA
v3037,Mukhed,p39,NOTA
v3038,Teosa,p6,RajAsan
v3039,Hingna,p21,NOTA
v3040,Kaij,p16,ChaitanSharma
v3041,Kaij,p15,NOTA
v3042,Kaij,p15,AnaghBanerjee
v3043,Mukhed,p39,BhooshitDwivedi
v3044,Ulhasnagar,p11,BhavesChaturvedi
v3045,Niphad,p1,PranBanerjee
v3046,Baglan,p25,UrmilaBhat
v3047,Ulhasnagar,p11,BhavesChaturvedi
v3048,Chembur,p31,SanyaKaniyar
v3049,Karanja,p45,PoornimaTalwar
v3050,Niphad,p0,PranBanerjee
v3051,Karanja,p45,AnalMalik
v3052,Hingna,p21,ShardaAdiga
v3053,Chembur,p34,SanyaKaniyar
v3054,Teosa,p9,AmareshKakkar
v3055,Niphad,p3,NOTA
v3056,Chembur,p30,ChandramohanAhuja
v3057,Teosa,p6,AmareshKakkar
v3058,Mukhed,p35,BhooshitDwivedi
v3059,Niphad,p3,KamaVarma
v3060,Ulhasnagar,p10,DeeptenduMenon
v3061,Teosa,p6,KamalaSaini
v3062,Niphad,p2,PranBanerjee
v3063,Mukhed,p38,NOTA
v3064,Hingna,p22,ShardaAdiga
v3065,Mukhed,p36,NawalTandon
v3066,Ulhasnagar,p14,SwaraIyer
v3067,Chembur,p30,SanyaKaniyar
v3068,Karanja,p46,NOTA
v3069,Karanja,p48,NavinGupta
v3070,Karanja,p48,PoornimaTalwar
v3071,Hingna,p24,HiranyaKhatri
v3072,Teosa,p8,RageshwariNaik
v3073,Niphad,p3,NOTA
v3074,Teosa,p5,KamalaSaini
v3075,Niphad,p1,ChidambarPanicker
v3076,Hingna,p22,ShardaAdiga
v3077,Niphad,p3,PranBanerjee
v3078,Chembur,p33,ChandramohanAhuja
v3079,Teosa,p9,NOTA
v3080,Teosa,p7,BhagwantiPatel
v3081,Ulhasnagar,p10,BhavesChaturvedi
v3082,Karanja,p45,NavinGupta
v3083,Mahad,p44,LakshmanPillai
v3084,Hingna,p20,BaijayantiJain
v3085,Ulhasnagar,p10,BhavesChaturvedi
v3086,Mukhed,p37,BhooshanKaniyar
v3087,Hingna,p24,NOTA
v3088,Mukhed,p38,NawalTandon
v3089,Baglan,p26,DiptenduNamboothiri
v3090,Teosa,p6,VinayDeshpande
v3091,Chembur,p34,VedaNaik
v3092,Ulhasnagar,p10,SwaraIyer
v3093,Mahad,p42,BhishamGandhi
v3094,Baglan,p25,DiptenduNamboothiri
v3095,Chembur,p32,DinakarShah
v3096,Karanja,p45,SwarnalataJoshi
v3097,Karanja,p47,SwarnalataJoshi
v3098,Teosa,p5,KamalaSaini
v3099,Baglan,p25,KanakPandey
v3100,Kaij,p19,ChaitanSharma
v3101,Teosa,p5,NOTA
v3102,Hingna,p22,NOTA
v3103,Kaij,p15,NOTA
v3104,Baglan,p26,NOTA
v3105,Niphad,p4,PranBanerjee
v3106,Ulhasnagar,p13,NOTA
v3107,Ulhasnagar,p11,SwaraIyer
v3108,Hingna,p21,HiranyaKhatri
v3109,Baglan,p25,UrmilaBhat
v3110,Mahad,p42,NOTA
v3111,Mukhed,p35,BhooshanKaniyar
v3112,Teosa,p6,BhagwantiPatel
v3113,Baglan,p25,DiptenduNamboothiri
v3114,Niphad,p0,ChidambarPanicker
v3115,Niphad,p1,ChidambarPanicker
v3116,Mahad,p43,LakshmanPillai
v3117,Niphad,p0,KamaVarma
v3118,Kaij,p18,AnaghBanerjee
v3119,Kaij,p15,AnaghBanerjee
v3120,Ulhasnagar,p14,DeeptenduMenon
v3121,Niphad,p1,ChidambarPanicker
v3122,Chembur,p34,NOTA
v3123,Mukhed,p36,BhaaswarMarar
v3124,Hingna,p22,ShardaAdiga
v3125,Baglan,p25,UrmilaBhat
v3126,Ulhasnagar,p13,DeeptenduMenon
v3127,Chembur,p32,ChandramohanAhuja
v3128,Mukhed,p37,BhooshanKaniyar
v3129,Mukhed,p37,BhooshanKaniyar
v3130,Hingna,p21,HiranyaKhatri
v3131,Niphad,p4,NOTA
v3132,Karanja,p48,NOTA
v3133,Niphad,p4,PranBanerjee
v3134,Mahad,p40,LakshmanPillai
v3135,Teosa,p6,VinayDeshpande
v3136,Hingna,p24,NOTA
v3137,Mahad,p42,BhishamGandhi
v3138,Baglan,p28,UrmilaBhat
v3139,Baglan,p25,NOTA
v3140,Niphad,p0,KamaVarma
v3141,Hingna,p21,ShardaAdiga
v3142,Mahad,p41,BhishamGandhi
v3143,Niphad,p4,KamaVarma
v3144,Mukhed,p35,UditGill
v3145,Teosa,p5,RageshwariNaik
v3146,Ulhasnagar,p12,NOTA
v3147,Kaij,p18,NOTA
v3148,Chembur,p30,VedaNaik
v3149,Mahad,p44,LakshmanPillai
v3150,Ulhasnagar,p10,NOTA
v3151,Ulhasnagar,p14,DeeptenduMenon
v3152,Chembur,p32,VedaNaik
v3153,Ulhasnagar,p10,MeghnadPrajapat
v3154,Teosa,p6,BhagwantiPatel
v3155,Baglan,p25,NOTA
v3156,Ulhasnagar,p13,MeghnadPrajapat
v3157,Mukhed,p36,BhooshitDwivedi
v3158,Mukhed,p39,BhooshitDwivedi
v3159,Kaij,p18,ChaitanSharma
v3160,Kaij,p17,NOTA
v3161,Kaij,p15,NOTA
v3162,Niphad,p2,KamaVarma
v3163,Niphad,p1,PranBanerjee
v3164,Mukhed,p39,BhooshitDwivedi
v3165,Karanja,p49,NOTA
v3166,Baglan,p29,DiptenduNamboothiri
v3167,Mukhed,p37,NOTA
v3168,Baglan,p28,NOTA
v3169,Teosa,p7,BhagwantiPatel
v3170,Mahad,p44,LakshmanPillai
v3171,Hingna,p20,ShardaAdiga
v3172,Chembur,p30,ChandramohanAhuja
v3173,Mahad,p43,BhishamGandhi
v3174,Hingna,p21,BaijayantiJain
v3175,Baglan,p28,KanakPandey
v3176,Mahad,p42,AmritaJha
v3177,Baglan,p27,DiptenduNamboothiri
v3178,Mahad,p40,LakshmanPillai
v3179,Mukhed,p36,BhaaswarMarar
v3180,Kaij,p16,AnaghBanerjee
v3181,Baglan,p26,NOTA
v3182,Karanja,p46,SwarnalataJoshi
v3183,Mahad,p40,AmritaJha
v3184,Baglan,p26,DiptenduNamboothiri
v3185,Chembur,p30,SanyaKaniyar
v3186,Teosa,p7,BhagwantiPatel
v3187,Baglan,p27,NOTA
v3188,Mahad,p43,LakshmanPillai
v3189,Ulhasnagar,p13,AnamikaPilla
v3190,Baglan,p27,UrmilaBhat
v3191,Niphad,p3,KamaVarma
v3192,Karanja,p48,PoornimaTalwar
v3193,Teosa,p8,BhagwantiPatel
v3194,Karanja,p48,AnalMalik
v3195,Kaij,p15,NOTA
v3196,Chembur,p32,ChandramohanAhuja
v3197,Baglan,p27,DiptenduNamboothiri
v3198,Hingna,p23,HiranyaKhatri
v3199,Kaij,p17,ChaitanSharma
v3200,Ulhasnagar,p13,NOTA
v3201,Karanja,p47,PoornimaTalwar
v3202,Kaij,p16,AnaghBanerjee
v3203,Niphad,p4,PranBanerjee
v3204,Chembur,p33,SanyaKaniyar
v3205,Kaij,p19,ChaitanSharma
v3206,Hingna,p20,HiranyaKhatri
v3207,Niphad,p3,KamaVarma
v3208,Kaij,p19,ChaitanSharma
v3209,Hingna,p20,ShardaAdiga
v3210,Ulhasnagar,p12,SwaraIyer
v3211,Mukhed,p39,BhaaswarMarar
v3212,Niphad,p3,NOTA
v3213,Baglan,p28,KanakPandey
v3214,Ulhasnagar,p11,BhavesChaturvedi
v3215,Niphad,p3,PranBanerjee
v3216,Teosa,p7,RageshwariNaik
v3217,Hingna,p23,BaijayantiJain
v3218,Chembur,p33,ChandramohanAhuja
v3219,Hingna,p21,HiranyaKhatri
v3220,Kaij,p18,AnaghBanerjee
v3221,Niphad,p3,KamaVarma
v3222,Chembur,p34,NOTA
v3223,Karanja,p46,NOTA
v3224,Teosa,p8,BhagwantiPatel
v3225,Hingna,p21,BaijayantiJain
v3226,Karanja,p47,NOTA
v3227,Karanja,p48,PoornimaTalwar
v3228,Karanja,p49,AnalMalik
v3229,Niphad,p3,PranBanerjee
v3230,Mukhed,p39,BhooshanKaniyar
v3231,Mukhed,p39,BhooshanKaniyar
v3232,Teosa,p8,VinayDeshpande
v3233,Mahad,p44,BhishamGandhi
v3234,Mukhed,p36,UditGill
v3235,Chembur,p31,SanyaKaniyar
v3236,Teosa,p9,BhagwantiPatel
v3237,Teosa,p9,VinayDeshpande
v3238,Ulhasnagar,p12,NOTA
v3239,Kaij,p15,NOTA
v3240,Teosa,p8,AmareshKakkar
v3241,Mahad,p42,BhishamGandhi
v3242,Niphad,p1,KamaVarma
v3243,Mukhed,p35,NawalTandon
v3244,Teosa,p9,AmareshKakkar
v3245,Hingna,p23,NOTA
v3246,Hingna,p23,HiranyaKhatri
v3247,Karanja,p49,NOTA
v3248,Baglan,p26,KanakPandey
v3249,Chembur,p30,ChandramohanAhuja
v3250,Teosa,p7,AmareshKakkar
v3251,Baglan,p28,DiptenduNamboothiri
v3252,Teosa,p6,BhagwantiPatel
v3253,Teosa,p5,AmareshKakkar
v3254,Kaij,p18,NOTA
v3255,Mahad,p41,LakshmanPillai
v3256,Baglan,p29,DiptenduNamboothiri
v3257,Mukhed,p38,NawalTandon
v3258,Mukhed,p37,BhooshanKaniyar
v3259,Chembur,p31,VedaNaik
v3260,Karanja,p48,AnalMalik
v3261,Mahad,p42,LakshmanPillai
v3262,Chembur,p34,NOTA
v3263,Hingna,p23,NOTA
v3264,Mahad,p42,BhishamGandhi
v3265,Teosa,p8,NOTA
v3266,Ulhasnagar,p13,BhavesChaturvedi
v3267,Baglan,p26,DiptenduNamboothiri
v3268,Niphad,p0,NOTA
v3269,Karanja,p45,NOTA
v3270,Baglan,p26,KanakPandey
v3271,Ulhasnagar,p14,BhavesChaturvedi
v3272,Ulhasnagar,p13,MeghnadPrajapat
v3273,Ulhasnagar,p13,DhanapatiKhan
v3274,Mukhed,p35,NOTA
v3275,Mukhed,p38,NawalTandon
v3276,Chembur,p33,DinakarShah
v3277,Ulhasnagar,p14,DeeptenduMenon
v3278,Niphad,p1,ChidambarPanicker
v3279,Mukhed,p39,BhaaswarMarar
v3280,Teosa,p8,BhagwantiPatel
v3281,Ulhasnagar,p11,SwaraIyer
v3282,Mukhed,p36,NOTA
v3283,Mahad,p44,BhishamGandhi
v3284,Mahad,p41,NOTA
v3285,Mahad,p44,AmritaJha
v3286,Kaij,p19,NOTA
v3287,Niphad,p0,NOTA
v3288,Kaij,p15,AnaghBanerjee
v3289,Niphad,p2,PranBanerjee
v3290,Niphad,p4,ChidambarPanicker
v3291,Mahad,p44,LakshmanPillai
v3292,Mukhed,p36,BhaaswarMarar
v3293,Kaij,p19,ChaitanSharma
v3294,Kaij,p17,ChaitanSharma
v3295,Mukhed,p36,BhooshanKaniyar
v3296,Mahad,p43,AmritaJha
v3297,Chembur,p33,ChandramohanAhuja
v3298,Kaij,p19,AnaghBanerjee
v3299,Niphad,p2,PranBanerjee
v3300,Chembur,p32,NOTA
v3301,Kaij,p19,ChaitanSharma
v3302,Kaij,p19,NOTA
v3303,Mahad,p44,LakshmanPillai
v3304,Mahad,p44,LakshmanPillai
v3305,Hingna,p20,NOTA
v3306,Niphad,p0,PranBanerjee
v3307,Ulhasnagar,p11,DeeptenduMenon
v3308,Mukhed,p38,BhaaswarMarar
v3309,Chembur,p31,DinakarShah
v3310,Teosa,p9,RajAsan
v3311,Mukhed,p37,BhooshitDwivedi
v3312,Niphad,p4,NOTA
v3313,Chembur,p32,SanyaKaniyar
v3314,Mukhed,p37,BhooshanKaniyar
v3315,Teosa,p5,BhagwantiPatel
v3316,Hingna,p20,BaijayantiJain
v3317,Niphad,p4,NOTA
v3318,Niphad,p0,PranBanerjee
v3319,Teosa,p9,BhagwantiPatel
v3320,Mahad,p40,AmritaJha
v3321,Mukhed,p37,UditGill
v3322,Mukhed,p35,UditGill
v3323,Baglan,p28,NOTA
v3324,Chembur,p34,ChandramohanAhuja
v3325,Hingna,p21,ShardaAdiga
v3326,Baglan,p28,DiptenduNamboothiri
v3327,Chembur,p33,VedaNaik
v3328,Mahad,p42,AmritaJha
v3329,Baglan,p27,KanakPandey
v3330,Baglan,p26,DiptenduNamboothiri
v3331,Mahad,p43,NOTA
v3332,Karanja,p45,NavinGupta
v3333,Mahad,p41,BhishamGandhi
v3334,Ulhasnagar,p14,SwaraIyer
v3335,Karanja,p45,SwarnalataJoshi
v3336,Baglan,p27,KanakPandey
v3337,Niphad,p3,ChidambarPanicker
v3338,Kaij,p17,ChaitanSharma
v3339,Kaij,p17,ChaitanSharma
v3340,Chembur,p33,NOTA
v3341,Niphad,p1,PranBanerjee
v3342,Mahad,p40,NOTA
v3343,Kaij,p17,ChaitanSharma
v3344,Ulhasnagar,p10,BhavesChaturvedi
v3345,Hingna,p24,NOTA
v3346,Teosa,p8,RajAsan
v3347,Karanja,p49,AnalMalik
v3348,Kaij,p19,AnaghBanerjee
v3349,Mahad,p41,AmritaJha
v3350,Karanja,p47,NOTA
v3351,Baglan,p25,UrmilaBhat
v3352,Niphad,p0,NOTA
v3353,Baglan,p25,DiptenduNamboothiri
v3354,Niphad,p0,PranBanerjee
v3355,Kaij,p16,ChaitanSharma
v3356,Mahad,p42,BhishamGandhi
v3357,Chembur,p33,SanyaKaniyar
v3358,Mukhed,p35,BhaaswarMarar
v3359,Karanja,p47,NOTA
v3360,Hingna,p24,ShardaAdiga
v3361,Chembur,p34,DinakarShah
v3362,Karanja,p47,NavinGupta
v3363,Mahad,p43,BhishamGandhi
v3364,Hingna,p20,ShardaAdiga
v3365,Baglan,p26,KanakPandey
v3366,Teosa,p5,RajAsan
v3367,Teosa,p7,RageshwariNaik
v3368,Hingna,p22,NOTA
v3369,Ulhasnagar,p14,SwaraIyer
v3370,Hingna,p21,NOTA
v3371,Chembur,p32,NOTA
v3372,Mahad,p40,AmritaJha
v3373,Niphad,p3,KamaVarma
v3374,Karanja,p46,SwarnalataJoshi
v3375,Teosa,p8,NOTA
v3376,Karanja,p45,SwarnalataJoshi
v3377,Hingna,p23,HiranyaKhatri
v3378,Niphad,p0,KamaVarma
v3379,Hingna,p22,NOTA
v3380,Ulhasnagar,p14,MeghnadPrajapat
v3381,Mukhed,p39,BhooshitDwivedi
v3382,Niphad,p3,KamaVarma
v3383,Teosa,p7,RageshwariNaik
v3384,Kaij,p16,NOTA
v3385,Ulhasnagar,p10,DeeptenduMenon
v3386,Kaij,p19,NOTA
v3387,Ulhasnagar,p14,BhavesChaturvedi
v3388,Mukhed,p35,NawalTandon
v3389,Mahad,p41,LakshmanPillai
v3390,Teosa,p5,BhagwantiPatel
v3391,Ulhasnagar,p10,DhanapatiKhan
v3392,Karanja,p48,AnalMalik
v3393,Teosa,p5,VinayDeshpande
v3394,Baglan,p25,KanakPandey
v3395,Mukhed,p35,NOTA
v3396,Hingna,p24,HiranyaKhatri
v3397,Hingna,p22,HiranyaKhatri
v3398,Mahad,p41,NOTA
v3399,Mahad,p41,NOTA
v3400,Niphad,p3,PranBanerjee
v3401,Karanja,p49,AnalMalik
v3402,Mukhed,p37,BhaaswarMarar
v3403,Ulhasnagar,p10,DhanapatiKhan
v3404,Chembur,p34,VedaNaik
v3405,Kaij,p15,AnaghBanerjee
v3406,Baglan,p25,KanakPandey
v3407,Baglan,p29,UrmilaBhat
v3408,Mukhed,p36,NawalTandon
v3409,Karanja,p48,SwarnalataJoshi
v3410,Kaij,p18,AnaghBanerjee
v3411,Kaij,p17,NOTA
v3412,Mahad,p41,NOTA
v3413,Baglan,p26,NOTA
v3414,Mukhed,p36,NOTA
v3415,Teosa,p6,NOTA
v3416,Kaij,p16,NOTA
v3417,Teosa,p9,VinayDeshpande
v3418,Mahad,p40,AmritaJha
v3419,Mahad,p41,BhishamGandhi
v3420,Ulhasnagar,p10,AnamikaPilla
